"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-12",-6,"20","inc covid hosp","quantile","0.01",32
"2022-12-12",-6,"20","inc covid hosp","quantile","0.025",34
"2022-12-12",-6,"20","inc covid hosp","quantile","0.05",37
"2022-12-12",-6,"20","inc covid hosp","quantile","0.1",40
"2022-12-12",-6,"20","inc covid hosp","quantile","0.15",43
"2022-12-12",-6,"20","inc covid hosp","quantile","0.2",45
"2022-12-12",-6,"20","inc covid hosp","quantile","0.25",47
"2022-12-12",-6,"20","inc covid hosp","quantile","0.3",49
"2022-12-12",-6,"20","inc covid hosp","quantile","0.35",50
"2022-12-12",-6,"20","inc covid hosp","quantile","0.4",52
"2022-12-12",-6,"20","inc covid hosp","quantile","0.45",53
"2022-12-12",-6,"20","inc covid hosp","quantile","0.5",54
"2022-12-12",-6,"20","inc covid hosp","quantile","0.55",56
"2022-12-12",-6,"20","inc covid hosp","quantile","0.6",57
"2022-12-12",-6,"20","inc covid hosp","quantile","0.65",59
"2022-12-12",-6,"20","inc covid hosp","quantile","0.7",61
"2022-12-12",-6,"20","inc covid hosp","quantile","0.75",63
"2022-12-12",-6,"20","inc covid hosp","quantile","0.8",65
"2022-12-12",-6,"20","inc covid hosp","quantile","0.85",69
"2022-12-12",-6,"20","inc covid hosp","quantile","0.9",72
"2022-12-12",-6,"20","inc covid hosp","quantile","0.95",76
"2022-12-12",-6,"20","inc covid hosp","quantile","0.975",82
"2022-12-12",-6,"20","inc covid hosp","quantile","0.99",90
"2022-12-12",3,"20","inc covid hosp","quantile","0.01",26
"2022-12-12",3,"20","inc covid hosp","quantile","0.025",30
"2022-12-12",3,"20","inc covid hosp","quantile","0.05",35
"2022-12-12",3,"20","inc covid hosp","quantile","0.1",39
"2022-12-12",3,"20","inc covid hosp","quantile","0.15",42
"2022-12-12",3,"20","inc covid hosp","quantile","0.2",45
"2022-12-12",3,"20","inc covid hosp","quantile","0.25",47
"2022-12-12",3,"20","inc covid hosp","quantile","0.3",50
"2022-12-12",3,"20","inc covid hosp","quantile","0.35",52
"2022-12-12",3,"20","inc covid hosp","quantile","0.4",54
"2022-12-12",3,"20","inc covid hosp","quantile","0.45",56
"2022-12-12",3,"20","inc covid hosp","quantile","0.5",59
"2022-12-12",3,"20","inc covid hosp","quantile","0.55",61
"2022-12-12",3,"20","inc covid hosp","quantile","0.6",64
"2022-12-12",3,"20","inc covid hosp","quantile","0.65",66
"2022-12-12",3,"20","inc covid hosp","quantile","0.7",69
"2022-12-12",3,"20","inc covid hosp","quantile","0.75",72
"2022-12-12",3,"20","inc covid hosp","quantile","0.8",75
"2022-12-12",3,"20","inc covid hosp","quantile","0.85",79
"2022-12-12",3,"20","inc covid hosp","quantile","0.9",85
"2022-12-12",3,"20","inc covid hosp","quantile","0.95",94
"2022-12-12",3,"20","inc covid hosp","quantile","0.975",102
"2022-12-12",3,"20","inc covid hosp","quantile","0.99",113
"2022-12-12",4,"20","inc covid hosp","quantile","0.01",22
"2022-12-12",4,"20","inc covid hosp","quantile","0.025",26
"2022-12-12",4,"20","inc covid hosp","quantile","0.05",30
"2022-12-12",4,"20","inc covid hosp","quantile","0.1",35
"2022-12-12",4,"20","inc covid hosp","quantile","0.15",38
"2022-12-12",4,"20","inc covid hosp","quantile","0.2",41
"2022-12-12",4,"20","inc covid hosp","quantile","0.25",43
"2022-12-12",4,"20","inc covid hosp","quantile","0.3",45
"2022-12-12",4,"20","inc covid hosp","quantile","0.35",47
"2022-12-12",4,"20","inc covid hosp","quantile","0.4",49
"2022-12-12",4,"20","inc covid hosp","quantile","0.45",51
"2022-12-12",4,"20","inc covid hosp","quantile","0.5",52
"2022-12-12",4,"20","inc covid hosp","quantile","0.55",54
"2022-12-12",4,"20","inc covid hosp","quantile","0.6",56
"2022-12-12",4,"20","inc covid hosp","quantile","0.65",59
"2022-12-12",4,"20","inc covid hosp","quantile","0.7",61
"2022-12-12",4,"20","inc covid hosp","quantile","0.75",64
"2022-12-12",4,"20","inc covid hosp","quantile","0.8",68
"2022-12-12",4,"20","inc covid hosp","quantile","0.85",72
"2022-12-12",4,"20","inc covid hosp","quantile","0.9",77
"2022-12-12",4,"20","inc covid hosp","quantile","0.95",86
"2022-12-12",4,"20","inc covid hosp","quantile","0.975",98
"2022-12-12",4,"20","inc covid hosp","quantile","0.99",108
"2022-12-12",5,"20","inc covid hosp","quantile","0.01",21
"2022-12-12",5,"20","inc covid hosp","quantile","0.025",27
"2022-12-12",5,"20","inc covid hosp","quantile","0.05",30
"2022-12-12",5,"20","inc covid hosp","quantile","0.1",35
"2022-12-12",5,"20","inc covid hosp","quantile","0.15",38
"2022-12-12",5,"20","inc covid hosp","quantile","0.2",40
"2022-12-12",5,"20","inc covid hosp","quantile","0.25",43
"2022-12-12",5,"20","inc covid hosp","quantile","0.3",45
"2022-12-12",5,"20","inc covid hosp","quantile","0.35",47
"2022-12-12",5,"20","inc covid hosp","quantile","0.4",49
"2022-12-12",5,"20","inc covid hosp","quantile","0.45",52
"2022-12-12",5,"20","inc covid hosp","quantile","0.5",53
"2022-12-12",5,"20","inc covid hosp","quantile","0.55",56
"2022-12-12",5,"20","inc covid hosp","quantile","0.6",58
"2022-12-12",5,"20","inc covid hosp","quantile","0.65",61
