"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-19",-6,"20","inc covid hosp","quantile","0.01",0
"2022-12-19",-6,"20","inc covid hosp","quantile","0.025",0
"2022-12-19",-6,"20","inc covid hosp","quantile","0.05",2
"2022-12-19",-6,"20","inc covid hosp","quantile","0.1",13
"2022-12-19",-6,"20","inc covid hosp","quantile","0.15",20
"2022-12-19",-6,"20","inc covid hosp","quantile","0.2",26
"2022-12-19",-6,"20","inc covid hosp","quantile","0.25",31
"2022-12-19",-6,"20","inc covid hosp","quantile","0.3",35
"2022-12-19",-6,"20","inc covid hosp","quantile","0.35",39
"2022-12-19",-6,"20","inc covid hosp","quantile","0.4",42
"2022-12-19",-6,"20","inc covid hosp","quantile","0.45",46
"2022-12-19",-6,"20","inc covid hosp","quantile","0.5",49
"2022-12-19",-6,"20","inc covid hosp","quantile","0.55",52
"2022-12-19",-6,"20","inc covid hosp","quantile","0.6",56
"2022-12-19",-6,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",-6,"20","inc covid hosp","quantile","0.7",63
"2022-12-19",-6,"20","inc covid hosp","quantile","0.75",67
"2022-12-19",-6,"20","inc covid hosp","quantile","0.8",72
"2022-12-19",-6,"20","inc covid hosp","quantile","0.85",78
"2022-12-19",-6,"20","inc covid hosp","quantile","0.9",85
"2022-12-19",-6,"20","inc covid hosp","quantile","0.95",96
"2022-12-19",-6,"20","inc covid hosp","quantile","0.975",107
"2022-12-19",-6,"20","inc covid hosp","quantile","0.99",119
"2022-12-19",-5,"20","inc covid hosp","quantile","0.01",0
"2022-12-19",-5,"20","inc covid hosp","quantile","0.025",0
"2022-12-19",-5,"20","inc covid hosp","quantile","0.05",0
"2022-12-19",-5,"20","inc covid hosp","quantile","0.1",9
"2022-12-19",-5,"20","inc covid hosp","quantile","0.15",17
"2022-12-19",-5,"20","inc covid hosp","quantile","0.2",23
"2022-12-19",-5,"20","inc covid hosp","quantile","0.25",28
"2022-12-19",-5,"20","inc covid hosp","quantile","0.3",33
"2022-12-19",-5,"20","inc covid hosp","quantile","0.35",37
"2022-12-19",-5,"20","inc covid hosp","quantile","0.4",41
"2022-12-19",-5,"20","inc covid hosp","quantile","0.45",45
"2022-12-19",-5,"20","inc covid hosp","quantile","0.5",49
"2022-12-19",-5,"20","inc covid hosp","quantile","0.55",53
"2022-12-19",-5,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",-5,"20","inc covid hosp","quantile","0.65",61
"2022-12-19",-5,"20","inc covid hosp","quantile","0.7",65
"2022-12-19",-5,"20","inc covid hosp","quantile","0.75",70
"2022-12-19",-5,"20","inc covid hosp","quantile","0.8",75
"2022-12-19",-5,"20","inc covid hosp","quantile","0.85",81
"2022-12-19",-5,"20","inc covid hosp","quantile","0.9",89
"2022-12-19",-5,"20","inc covid hosp","quantile","0.95",102
"2022-12-19",-5,"20","inc covid hosp","quantile","0.975",113
"2022-12-19",-5,"20","inc covid hosp","quantile","0.99",126
"2022-12-19",-4,"20","inc covid hosp","quantile","0.01",0
"2022-12-19",-4,"20","inc covid hosp","quantile","0.025",0
"2022-12-19",-4,"20","inc covid hosp","quantile","0.05",0
"2022-12-19",-4,"20","inc covid hosp","quantile","0.1",5
"2022-12-19",-4,"20","inc covid hosp","quantile","0.15",13
"2022-12-19",-4,"20","inc covid hosp","quantile","0.2",20
"2022-12-19",-4,"20","inc covid hosp","quantile","0.25",26
"2022-12-19",-4,"20","inc covid hosp","quantile","0.3",31
"2022-12-19",-4,"20","inc covid hosp","quantile","0.35",36
