"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-05",-6,"20","inc covid hosp","quantile","0.01",22
"2022-12-05",-6,"20","inc covid hosp","quantile","0.025",23
"2022-12-05",-6,"20","inc covid hosp","quantile","0.05",25
"2022-12-05",-6,"20","inc covid hosp","quantile","0.1",27
"2022-12-05",-6,"20","inc covid hosp","quantile","0.15",28
"2022-12-05",-6,"20","inc covid hosp","quantile","0.2",30
"2022-12-05",-6,"20","inc covid hosp","quantile","0.25",31
"2022-12-05",-6,"20","inc covid hosp","quantile","0.3",33
"2022-12-05",-6,"20","inc covid hosp","quantile","0.35",34
"2022-12-05",-6,"20","inc covid hosp","quantile","0.4",35
"2022-12-05",-6,"20","inc covid hosp","quantile","0.45",36
"2022-12-05",-6,"20","inc covid hosp","quantile","0.5",37
"2022-12-05",-6,"20","inc covid hosp","quantile","0.55",37
"2022-12-05",-6,"20","inc covid hosp","quantile","0.6",38
"2022-12-05",-6,"20","inc covid hosp","quantile","0.65",39
"2022-12-05",-6,"20","inc covid hosp","quantile","0.7",40
"2022-12-05",-6,"20","inc covid hosp","quantile","0.75",41
"2022-12-05",-6,"20","inc covid hosp","quantile","0.8",43
"2022-12-05",-6,"20","inc covid hosp","quantile","0.85",44
"2022-12-05",-6,"20","inc covid hosp","quantile","0.9",46
"2022-12-05",-6,"20","inc covid hosp","quantile","0.95",49
"2022-12-05",-6,"20","inc covid hosp","quantile","0.975",55
"2022-12-05",-6,"20","inc covid hosp","quantile","0.99",59
"2022-12-05",-5,"20","inc covid hosp","quantile","0.01",21
"2022-12-05",-5,"20","inc covid hosp","quantile","0.025",22
"2022-12-05",-5,"20","inc covid hosp","quantile","0.05",25
"2022-12-05",-5,"20","inc covid hosp","quantile","0.1",27
"2022-12-05",-5,"20","inc covid hosp","quantile","0.15",29
"2022-12-05",-5,"20","inc covid hosp","quantile","0.2",30
"2022-12-05",-5,"20","inc covid hosp","quantile","0.25",32
"2022-12-05",-5,"20","inc covid hosp","quantile","0.3",33
"2022-12-05",-5,"20","inc covid hosp","quantile","0.35",34
"2022-12-05",-5,"20","inc covid hosp","quantile","0.4",35
"2022-12-05",-5,"20","inc covid hosp","quantile","0.45",36
"2022-12-05",-5,"20","inc covid hosp","quantile","0.5",37
"2022-12-05",-5,"20","inc covid hosp","quantile","0.55",37
"2022-12-05",-5,"20","inc covid hosp","quantile","0.6",38
"2022-12-05",-5,"20","inc covid hosp","quantile","0.65",40
"2022-12-05",-5,"20","inc covid hosp","quantile","0.7",40
"2022-12-05",-5,"20","inc covid hosp","quantile","0.75",42
"2022-12-05",-5,"20","inc covid hosp","quantile","0.8",44
"2022-12-05",-5,"20","inc covid hosp","quantile","0.85",46
"2022-12-05",-5,"20","inc covid hosp","quantile","0.9",48
"2022-12-05",-5,"20","inc covid hosp","quantile","0.95",51
"2022-12-05",-5,"20","inc covid hosp","quantile","0.975",58
"2022-12-05",-5,"20","inc covid hosp","quantile","0.99",61
"2022-12-05",-4,"20","inc covid hosp","quantile","0.01",22
"2022-12-05",-4,"20","inc covid hosp","quantile","0.025",23
"2022-12-05",-4,"20","inc covid hosp","quantile","0.05",25
"2022-12-05",-4,"20","inc covid hosp","quantile","0.1",28
"2022-12-05",-4,"20","inc covid hosp","quantile","0.15",29
"2022-12-05",-4,"20","inc covid hosp","quantile","0.2",31
"2022-12-05",-4,"20","inc covid hosp","quantile","0.25",33
"2022-12-05",-4,"20","inc covid hosp","quantile","0.3",34
"2022-12-05",-4,"20","inc covid hosp","quantile","0.35",35
"2022-12-05",-4,"20","inc covid hosp","quantile","0.4",36
"2022-12-05",-4,"20","inc covid hosp","quantile","0.45",37
"2022-12-05",-4,"20","inc covid hosp","quantile","0.5",38
"2022-12-05",-4,"20","inc covid hosp","quantile","0.55",38
"2022-12-05",-4,"20","inc covid hosp","quantile","0.6",39
"2022-12-05",-4,"20","inc covid hosp","quantile","0.65",40
"2022-12-05",-4,"20","inc covid hosp","quantile","0.7",42
"2022-12-05",-4,"20","inc covid hosp","quantile","0.75",44
"2022-12-05",-4,"20","inc covid hosp","quantile","0.8",45
"2022-12-05",-4,"20","inc covid hosp","quantile","0.85",47
"2022-12-05",-4,"20","inc covid hosp","quantile","0.9",49
"2022-12-05",-4,"20","inc covid hosp","quantile","0.95",53
"2022-12-05",-4,"20","inc covid hosp","quantile","0.975",59
